ticker,date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Operating Income,Operating Expense,Research And Development,Selling General And Administration,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Interest Income,Interest Expense,Interest Income,Rent Expense Supplemental,Preferred Stock Dividends,Net Income Discontinuous Operations,Special Income Charges,Impairment Of Capital Assets,Gain On Sale Of Security,Depreciation Amortization Depletion Income Statement,Depreciation And Amortization In Income Statement,Amortization,Amortization Of Intangibles Income Statement,Depreciation Income Statement,Selling And Marketing Expense,General And Administrative Expense,Insurance And Claims,Rent And Landing Fees,Salaries And Wages,Professional Expense And Contract Services Expense,Other Non Interest Expense,Earnings From Equity Interest Net Of Tax,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Other Operating Expenses,Other Gand A,Minority Interests,Gain On Sale Of Business,Other Special Charges,Restructuring And Mergern Acquisition,Earnings From Equity Interest,Otherunder Preferred Stock Dividend,Average Dilution Earnings,Occupancy And Equipment,Gain On Sale Of Ppe,Loss Adjustment Expense,Net Policyholder Benefits And Claims,Policyholder Benefits Gross,Other Taxes,Write Off,Total Other Finance Cost,Excise Taxes
LILA,2024-03-31,-16160000.0,0.4,360500000.0,-42700000.0,236700000.0,373900000.0,320100000.0,83400000.0,-18460000.0,-42700000.0,989300000.0,110800000.0,203600000.0,203600000.0,0.0,0.0,-42700000.0,-42700000.0,-42700000.0,-36900000.0,-36900000.0,-35900000.0,-72800000.0,-45300000.0,-4900000.0,128700000.0,615400000.0,,212200000.0,744100000.0,373900000.0,1118000000.0,1118000000.0,-40400000.0,-40400000.0,-156200000.0,156200000.0,,,,,-17900000.0,6600000.0,-22500000.0,236700000.0,236700000.0,,,,52900000.0,159300000.0,,,159300000.0,,,,-156200000.0,156200000.0,,166500000.0,,-5800000.0,,300000.0,11300000.0,,,0.0,,,,,,,,,
LILA,2023-12-31,-16160000.0,0.4,360500000.0,-42700000.0,236700000.0,373900000.0,320100000.0,83400000.0,-18460000.0,-42700000.0,989300000.0,110800000.0,203600000.0,203600000.0,0.0,0.0,-42700000.0,-42700000.0,-42700000.0,-36900000.0,-36900000.0,-35900000.0,-72800000.0,-45300000.0,-4900000.0,128700000.0,615400000.0,,212200000.0,744100000.0,373900000.0,1118000000.0,1118000000.0,-40400000.0,-40400000.0,-156200000.0,156200000.0,,,,,-17900000.0,6600000.0,-22500000.0,236700000.0,236700000.0,,,,52900000.0,159300000.0,,,159300000.0,,,,-156200000.0,156200000.0,,166500000.0,,-5800000.0,,0.0,11300000.0,,,0.0,,,,,,,,,
LILAK,2025-06-30,-156709267.694464,0.272775,386600000.0,-423300000.0,217500000.0,348500000.0,-187900000.0,-405400000.0,-5509267.694464,-423300000.0,902900000.0,-333000000.0,199900000.0,199900000.0,-2.12,-2.12,-423300000.0,-423300000.0,-423300000.0,-415100000.0,-415100000.0,-155700000.0,-570800000.0,-589200000.0,-14700000.0,183800000.0,554400000.0,,198200000.0,738200000.0,348500000.0,1086700000.0,1086700000.0,-574500000.0,-574500000.0,-165400000.0,165400000.0,,,,,-516800000.0,499300000.0,-57700000.0,217500000.0,217500000.0,,,,44700000.0,153500000.0,,,153500000.0,,,,-165400000.0,165400000.0,,138700000.0,,-8200000.0,,,17500000.0,,,,,,,,,,,,
LILAK,2025-03-31,-36880000.0,0.4,361700000.0,-136400000.0,228800000.0,347300000.0,269500000.0,40700000.0,-81080000.0,-136400000.0,944700000.0,128100000.0,197500000.0,197500000.0,-0.69,-0.69,-136400000.0,-136400000.0,-136400000.0,-126700000.0,-126700000.0,9100000.0,-117600000.0,-98100000.0,-5900000.0,138800000.0,597400000.0,,226800000.0,736200000.0,347300000.0,1083500000.0,1083500000.0,-92200000.0,-92200000.0,-158300000.0,158300000.0,,,,,-25100000.0,1500000.0,-67100000.0,228800000.0,228800000.0,,,,45600000.0,181200000.0,,,181200000.0,,,,-158300000.0,158300000.0,,141800000.0,,-9700000.0,,14400000.0,9200000.0,,,,,,,,,,,,
LILAK,2024-12-31,8160000.0,0.4,386000000.0,-178000000.0,238400000.0,389200000.0,406400000.0,168000000.0,-190240000.0,-178000000.0,992700000.0,127700000.0,197500000.0,197500000.0,-0.69,-0.69,-178000000.0,-178000000.0,-178000000.0,-160800000.0,-160800000.0,172400000.0,11600000.0,10400000.0,-10000000.0,157600000.0,603500000.0,,206400000.0,761100000.0,389200000.0,1150300000.0,1116700000.0,20400000.0,20400000.0,-156400000.0,156400000.0,,,,,-35100000.0,18400000.0,55500000.0,238400000.0,238400000.0,,,,43600000.0,162800000.0,,,162800000.0,,,,-156400000.0,156400000.0,,158700000.0,,-17200000.0,,5200000.0,11500000.0,,,,,,,,,,,,
LILAK,2024-09-30,-142337800.0,0.253,392400000.0,-435800000.0,245400000.0,354400000.0,-170200000.0,-415600000.0,-15537800.0,-435800000.0,945100000.0,-379600000.0,196400000.0,196400000.0,-2.22,-2.22,-435800000.0,-435800000.0,-435800000.0,-429100000.0,-429100000.0,-145700000.0,-574800000.0,-559700000.0,2900000.0,144100000.0,590700000.0,,203500000.0,734800000.0,354400000.0,1089200000.0,1089200000.0,-562600000.0,-562600000.0,-159200000.0,159200000.0,,,,,-523700000.0,511500000.0,-38900000.0,245400000.0,245400000.0,,,,46100000.0,157400000.0,,,157400000.0,,,,-159200000.0,159200000.0,,141800000.0,,-6700000.0,,5200000.0,12200000.0,,,,,,,,,,,,
LILAK,2024-06-30,-16160000.0,0.4,360500000.0,-42700000.0,236700000.0,373900000.0,320100000.0,83400000.0,-18460000.0,-42700000.0,989300000.0,110800000.0,197000000.0,197000000.0,-0.22,-0.22,-42700000.0,-42700000.0,-42700000.0,-36900000.0,-36900000.0,-35900000.0,-72800000.0,-45300000.0,-4900000.0,128700000.0,615400000.0,,212200000.0,744100000.0,373900000.0,1118000000.0,1118000000.0,-40400000.0,-40400000.0,-156200000.0,156200000.0,,,,,-17900000.0,6600000.0,-22500000.0,236700000.0,236700000.0,,,,52900000.0,159300000.0,,,159300000.0,,,,-156200000.0,156200000.0,,166500000.0,,-5800000.0,,5200000.0,11300000.0,,,0.0,,,,,,,,,
LILAK,2024-03-31,-16160000.0,0.4,360500000.0,-42700000.0,236700000.0,373900000.0,320100000.0,83400000.0,-18460000.0,-42700000.0,989300000.0,110800000.0,203600000.0,203600000.0,0.0,0.0,-42700000.0,-42700000.0,-42700000.0,-36900000.0,-36900000.0,-35900000.0,-72800000.0,-45300000.0,-4900000.0,128700000.0,615400000.0,,212200000.0,744100000.0,373900000.0,1118000000.0,1118000000.0,-40400000.0,-40400000.0,-156200000.0,156200000.0,,,,,-17900000.0,6600000.0,-22500000.0,236700000.0,236700000.0,,,,52900000.0,159300000.0,,,159300000.0,,,,-156200000.0,156200000.0,,166500000.0,,-5800000.0,,300000.0,11300000.0,,,0.0,,,,,,,,,
LILAK,2023-12-31,-16160000.0,0.4,360500000.0,-42700000.0,236700000.0,373900000.0,320100000.0,83400000.0,-18460000.0,-42700000.0,989300000.0,110800000.0,203600000.0,203600000.0,0.0,0.0,-42700000.0,-42700000.0,-42700000.0,-36900000.0,-36900000.0,-35900000.0,-72800000.0,-45300000.0,-4900000.0,128700000.0,615400000.0,,212200000.0,744100000.0,373900000.0,1118000000.0,1118000000.0,-40400000.0,-40400000.0,-156200000.0,156200000.0,,,,,-17900000.0,6600000.0,-22500000.0,236700000.0,236700000.0,,,,52900000.0,159300000.0,,,159300000.0,,,,-156200000.0,156200000.0,,166500000.0,,-5800000.0,,0.0,11300000.0,,,0.0,,,,,,,,,
LLYVA,2025-06-30,-62383259.911894,0.215859,70000000.0,-178000000.0,-86000000.0,86000000.0,-219000000.0,-219000000.0,48616740.088106,-178000000.0,7000000.0,-7000000.0,91845284.0,91845284.0,-1.938042,-1.938042,-178000000.0,-178000000.0,-178000000.0,-178000000.0,-178000000.0,-49000000.0,-227000000.0,-212000000.0,4000000.0,-7000000.0,7000000.0,,7000000.0,0.0,0.0,0.0,0.0,-289000000.0,-289000000.0,-8000000.0,8000000.0,,,,,0.0,,-289000000.0,0.0,0.0,,,,,,,,,,,,-8000000.0,8000000.0,,,,0.0,,,0.0,73000000.0,,,,,,,,,,,
LLYVA,2025-03-31,-3863636.363636,0.227273,88000000.0,-17000000.0,86000000.0,0.0,71000000.0,-15000000.0,-3863636.363636,-17000000.0,4000000.0,-4000000.0,91842927.0,91842927.0,-0.185099,-0.185099,-17000000.0,-17000000.0,-17000000.0,-17000000.0,-17000000.0,-5000000.0,-22000000.0,-11000000.0,2000000.0,-4000000.0,4000000.0,,4000000.0,0.0,0.0,0.0,0.0,-17000000.0,-17000000.0,-7000000.0,7000000.0,,,,,0.0,,-17000000.0,0.0,0.0,,,,,,,,,,,,-7000000.0,7000000.0,,,,0.0,,,0.0,4000000.0,,,,,,,,,,,
LLYVA,2024-12-31,-39507246.376812,0.210145,57000000.0,-107000000.0,0.0,0.0,-131000000.0,-131000000.0,41492753.623188,-107000000.0,4000000.0,-4000000.0,91842927.0,91842927.0,-0.185099,-0.185099,-107000000.0,-107000000.0,-107000000.0,-109000000.0,-109000000.0,-29000000.0,-138000000.0,-127000000.0,4000000.0,-4000000.0,4000000.0,,4000000.0,0.0,0.0,0.0,0.0,-188000000.0,-188000000.0,-7000000.0,7000000.0,,,,0.0,0.0,,-188000000.0,0.0,0.0,,,,,,,,,,,,-7000000.0,7000000.0,,,,2000000.0,,,0.0,57000000.0,,,,,,,,,0.0,,
LLYVA,2024-09-30,-23500000.0,0.25,122000000.0,15000000.0,0.0,0.0,28000000.0,28000000.0,85500000.0,15000000.0,3000000.0,-3000000.0,91735951.0,91735951.0,0.163513,0.163513,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,5000000.0,20000000.0,31000000.0,8000000.0,-3000000.0,3000000.0,,3000000.0,0.0,0.0,0.0,0.0,-94000000.0,-94000000.0,-8000000.0,8000000.0,,,,0.0,0.0,,-94000000.0,0.0,0.0,,,,,,,,,,,,-8000000.0,8000000.0,,,,0.0,,,0.0,117000000.0,,,,,,,,,0.0,,
LLYVA,2024-06-30,18635294.117647,0.211765,89000000.0,134000000.0,0.0,0.0,177000000.0,177000000.0,64635294.117647,134000000.0,2000000.0,-2000000.0,91723910.0,91723910.0,1.460906,1.460906,134000000.0,134000000.0,134000000.0,134000000.0,134000000.0,36000000.0,170000000.0,179000000.0,6000000.0,-2000000.0,2000000.0,,2000000.0,0.0,0.0,0.0,0.0,88000000.0,88000000.0,-7000000.0,7000000.0,,,,0.0,0.0,,88000000.0,0.0,0.0,,,,,,,,,,,,-7000000.0,7000000.0,,,,0.0,,,0.0,85000000.0,,,,,,,,,0.0,,
LLYVA,2024-03-31,18635294.117647,0.211765,89000000.0,134000000.0,0.0,0.0,177000000.0,177000000.0,64635294.117647,134000000.0,2000000.0,-2000000.0,91706975.0,91706975.0,-0.796014,-0.796014,134000000.0,134000000.0,134000000.0,134000000.0,134000000.0,36000000.0,170000000.0,179000000.0,6000000.0,-2000000.0,2000000.0,,2000000.0,0.0,0.0,0.0,0.0,88000000.0,88000000.0,-7000000.0,7000000.0,,,,0.0,0.0,,88000000.0,0.0,0.0,,,,,,,,,,,,-7000000.0,7000000.0,,,,0.0,,,0.0,85000000.0,,,,,,,,,0.0,,
LLYVA,2023-12-31,18635294.117647,0.211765,89000000.0,134000000.0,0.0,0.0,177000000.0,177000000.0,64635294.117647,134000000.0,2000000.0,-2000000.0,91706975.0,91706975.0,-0.796014,-0.796014,134000000.0,134000000.0,134000000.0,134000000.0,134000000.0,36000000.0,170000000.0,179000000.0,6000000.0,-2000000.0,2000000.0,,2000000.0,0.0,0.0,0.0,0.0,88000000.0,88000000.0,-7000000.0,7000000.0,,,,0.0,0.0,,88000000.0,0.0,0.0,,,,,,,,,,,,-7000000.0,7000000.0,,,,0.0,,,0.0,85000000.0,,,,,,,,,0.0,,
LLYVK,2025-06-30,-62383259.911894,0.215859,70000000.0,-178000000.0,-86000000.0,86000000.0,-219000000.0,-219000000.0,48616740.088106,-178000000.0,7000000.0,-7000000.0,91845284.0,91845284.0,-1.938042,-1.938042,-178000000.0,-178000000.0,-178000000.0,-178000000.0,-178000000.0,-49000000.0,-227000000.0,-212000000.0,4000000.0,-7000000.0,7000000.0,,7000000.0,0.0,0.0,0.0,0.0,-289000000.0,-289000000.0,-8000000.0,8000000.0,,,,,0.0,,-289000000.0,0.0,0.0,,,,,,,,,,,,-8000000.0,8000000.0,,,,0.0,,,0.0,73000000.0,,,,,,,,,,,
LLYVK,2025-03-31,-3863636.363636,0.227273,88000000.0,-17000000.0,86000000.0,0.0,71000000.0,-15000000.0,-3863636.363636,-17000000.0,4000000.0,-4000000.0,91842927.0,91842927.0,-0.185099,-0.185099,-17000000.0,-17000000.0,-17000000.0,-17000000.0,-17000000.0,-5000000.0,-22000000.0,-11000000.0,2000000.0,-4000000.0,4000000.0,,4000000.0,0.0,0.0,0.0,0.0,-17000000.0,-17000000.0,-7000000.0,7000000.0,,,,,0.0,,-17000000.0,0.0,0.0,,,,,,,,,,,,-7000000.0,7000000.0,,,,0.0,,,0.0,4000000.0,,,,,,,,,,,
LLYVK,2024-12-31,-39507246.376812,0.210145,57000000.0,-107000000.0,0.0,0.0,-131000000.0,-131000000.0,41492753.623188,-107000000.0,4000000.0,-4000000.0,91842927.0,91842927.0,-0.185099,-0.185099,-107000000.0,-107000000.0,-107000000.0,-109000000.0,-109000000.0,-29000000.0,-138000000.0,-127000000.0,4000000.0,-4000000.0,4000000.0,,4000000.0,0.0,0.0,0.0,0.0,-188000000.0,-188000000.0,-7000000.0,7000000.0,,,,0.0,0.0,,-188000000.0,0.0,0.0,,,,,,,,,,,,-7000000.0,7000000.0,,,,2000000.0,,,0.0,57000000.0,,,,,,,,,0.0,,
LLYVK,2024-09-30,-23500000.0,0.25,122000000.0,15000000.0,0.0,0.0,28000000.0,28000000.0,85500000.0,15000000.0,3000000.0,-3000000.0,91735951.0,91735951.0,0.163513,0.163513,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,5000000.0,20000000.0,31000000.0,8000000.0,-3000000.0,3000000.0,,3000000.0,0.0,0.0,0.0,0.0,-94000000.0,-94000000.0,-8000000.0,8000000.0,,,,0.0,0.0,,-94000000.0,0.0,0.0,,,,,,,,,,,,-8000000.0,8000000.0,,,,0.0,,,0.0,117000000.0,,,,,,,,,0.0,,
LLYVK,2024-06-30,18635294.117647,0.211765,89000000.0,134000000.0,0.0,0.0,177000000.0,177000000.0,64635294.117647,134000000.0,2000000.0,-2000000.0,91723910.0,91723910.0,1.460906,1.460906,134000000.0,134000000.0,134000000.0,134000000.0,134000000.0,36000000.0,170000000.0,179000000.0,6000000.0,-2000000.0,2000000.0,,2000000.0,0.0,0.0,0.0,0.0,88000000.0,88000000.0,-7000000.0,7000000.0,,,,0.0,0.0,,88000000.0,0.0,0.0,,,,,,,,,,,,-7000000.0,7000000.0,,,,0.0,,,0.0,85000000.0,,,,,,,,,0.0,,
LLYVK,2024-03-31,18635294.117647,0.211765,89000000.0,134000000.0,0.0,0.0,177000000.0,177000000.0,64635294.117647,134000000.0,2000000.0,-2000000.0,91706975.0,91706975.0,-0.796014,-0.796014,134000000.0,134000000.0,134000000.0,134000000.0,134000000.0,36000000.0,170000000.0,179000000.0,6000000.0,-2000000.0,2000000.0,,2000000.0,0.0,0.0,0.0,0.0,88000000.0,88000000.0,-7000000.0,7000000.0,,,,0.0,0.0,,88000000.0,0.0,0.0,,,,,,,,,,,,-7000000.0,7000000.0,,,,0.0,,,0.0,85000000.0,,,,,,,,,0.0,,
LLYVK,2023-12-31,18635294.117647,0.211765,89000000.0,134000000.0,0.0,0.0,177000000.0,177000000.0,64635294.117647,134000000.0,2000000.0,-2000000.0,91706975.0,91706975.0,-0.796014,-0.796014,134000000.0,134000000.0,134000000.0,134000000.0,134000000.0,36000000.0,170000000.0,179000000.0,6000000.0,-2000000.0,2000000.0,,2000000.0,0.0,0.0,0.0,0.0,88000000.0,88000000.0,-7000000.0,7000000.0,,,,0.0,0.0,,88000000.0,0.0,0.0,,,,,,,,,,,,-7000000.0,7000000.0,,,,0.0,,,0.0,85000000.0,,,,,,,,,0.0,,
LPX,2025-06-30,-5986301.369863,0.260274,135000000.0,54000000.0,35000000.0,577000000.0,112000000.0,77000000.0,71013698.630137,54000000.0,654000000.0,80000000.0,70000000.0,70000000.0,0.77,0.77,54000000.0,54000000.0,54000000.0,54000000.0,54000000.0,19000000.0,73000000.0,-23000000.0,,101000000.0,77000000.0,,79000000.0,178000000.0,577000000.0,755000000.0,755000000.0,-23000000.0,-23000000.0,-4000000.0,4000000.0,,,,,-20000000.0,17000000.0,-3000000.0,,,,,,,,,,,,,0.0,-4000000.0,4000000.0,,-2000000.0,,,,,3000000.0,,,,,0.0,,,,,,,
LPX,2025-03-31,-660000.0,0.22,157000000.0,91000000.0,35000000.0,526000000.0,154000000.0,119000000.0,93340000.0,91000000.0,601000000.0,120000000.0,70000000.0,70000000.0,1.3,1.3,91000000.0,91000000.0,91000000.0,91000000.0,91000000.0,26000000.0,116000000.0,-3000000.0,,122000000.0,75000000.0,,75000000.0,197000000.0,526000000.0,724000000.0,724000000.0,-3000000.0,-3000000.0,-3000000.0,3000000.0,,,,,-2000000.0,17000000.0,-1000000.0,,,,,,,75000000.0,,,,,,0.0,-3000000.0,3000000.0,,-2000000.0,75000000.0,,,,1000000.0,,,,,-1000000.0,,,,,,,
LPX,2024-12-31,-4870588.235294,0.270588,137000000.0,62000000.0,33000000.0,519000000.0,119000000.0,86000000.0,75129411.764706,62000000.0,598000000.0,75000000.0,70000000.0,70000000.0,0.89,0.89,62000000.0,62000000.0,62000000.0,62000000.0,62000000.0,23000000.0,85000000.0,-18000000.0,,84000000.0,79000000.0,,76000000.0,163000000.0,519000000.0,680000000.0,680000000.0,-18000000.0,-18000000.0,20000000.0,1000000.0,,,,,-8000000.0,5000000.0,-10000000.0,,,,,,,75000000.0,,,,,,1000000.0,20000000.0,1000000.0,,-2000000.0,75000000.0,0.0,,0.0,1000000.0,,,,,-2000000.0,,,,,,,
LPX,2024-09-30,200000.0,0.2,147000000.0,90000000.0,31000000.0,530000000.0,148000000.0,117000000.0,89200000.0,90000000.0,605000000.0,116000000.0,71000000.0,70000000.0,1.28,1.28,90000000.0,90000000.0,90000000.0,90000000.0,90000000.0,23000000.0,113000000.0,1000000.0,,118000000.0,75000000.0,,75000000.0,193000000.0,530000000.0,722000000.0,722000000.0,1000000.0,1000000.0,-4000000.0,4000000.0,,,,,-1000000.0,0.0,2000000.0,,,,,,,75000000.0,,,,,,0.0,-4000000.0,4000000.0,,-2000000.0,75000000.0,0.0,,0.0,1000000.0,,,,,0.0,,,,,,,
LPX,2024-06-30,2636815.920398,0.263682,226000000.0,160000000.0,31000000.0,551000000.0,236000000.0,205000000.0,152636815.920398,160000000.0,619000000.0,194000000.0,72000000.0,72000000.0,2.23,2.23,160000000.0,160000000.0,160000000.0,160000000.0,160000000.0,53000000.0,201000000.0,10000000.0,,195000000.0,68000000.0,,71000000.0,263000000.0,551000000.0,814000000.0,814000000.0,10000000.0,10000000.0,-4000000.0,4000000.0,,,,,-1000000.0,0.0,11000000.0,,,,,,,71000000.0,,,0.0,,,12000000.0,-4000000.0,4000000.0,,-3000000.0,71000000.0,0.0,,0.0,1000000.0,,,,,0.0,,,,,,,
LPX,2024-03-31,2636815.920398,0.263682,226000000.0,160000000.0,31000000.0,551000000.0,236000000.0,205000000.0,152636815.920398,160000000.0,619000000.0,194000000.0,72000000.0,72000000.0,2.23,2.23,160000000.0,160000000.0,160000000.0,160000000.0,160000000.0,53000000.0,201000000.0,10000000.0,,195000000.0,68000000.0,,71000000.0,263000000.0,551000000.0,814000000.0,814000000.0,10000000.0,10000000.0,-4000000.0,4000000.0,,,,,-1000000.0,0.0,11000000.0,,,,,,,69000000.0,,,0.0,,,12000000.0,-4000000.0,4000000.0,,-3000000.0,69000000.0,0.0,,-3000000.0,1000000.0,,,,,0.0,,,,,,,
LPX,2023-12-31,2636815.920398,0.263682,226000000.0,160000000.0,31000000.0,551000000.0,236000000.0,205000000.0,152636815.920398,160000000.0,619000000.0,194000000.0,72000000.0,72000000.0,2.23,2.23,160000000.0,160000000.0,160000000.0,160000000.0,160000000.0,53000000.0,201000000.0,10000000.0,1000000.0,195000000.0,68000000.0,,71000000.0,263000000.0,551000000.0,814000000.0,814000000.0,10000000.0,10000000.0,-4000000.0,4000000.0,,,,0.0,-1000000.0,5000000.0,11000000.0,,,,,,,66000000.0,,,0.0,,,12000000.0,-4000000.0,4000000.0,,0.0,66000000.0,0.0,,0.0,1000000.0,,,,,0.0,,,,,,,
MA,2025-06-30,-13093535.958904,0.207834,5211000000.0,3701000000.0,281000000.0,1852000000.0,5148000000.0,4867000000.0,3750906464.041096,3701000000.0,3219000000.0,4777000000.0,,,,,3701000000.0,3701000000.0,3701000000.0,3701000000.0,3701000000.0,971000000.0,4672000000.0,-47000000.0,16000000.0,4914000000.0,1367000000.0,,1086000000.0,6281000000.0,1852000000.0,8133000000.0,8133000000.0,-63000000.0,-63000000.0,-195000000.0,195000000.0,,,,,-96000000.0,,33000000.0,281000000.0,281000000.0,,,,213000000.0,873000000.0,,,,,,,-195000000.0,195000000.0,,,873000000.0,,,96000000.0,,,,,,,,,,,,,
MA,2025-03-31,-17298000.0,0.186,4581000000.0,3280000000.0,275000000.0,1688000000.0,4488000000.0,4213000000.0,3355702000.0,3280000000.0,2949000000.0,4149000000.0,914000000.0,912000000.0,3.59,3.6,3280000000.0,3280000000.0,3280000000.0,3280000000.0,3280000000.0,751000000.0,4031000000.0,-88000000.0,5000000.0,4301000000.0,1261000000.0,,986000000.0,5562000000.0,1688000000.0,7250000000.0,7250000000.0,-93000000.0,-93000000.0,-182000000.0,182000000.0,,,,,-151000000.0,,58000000.0,275000000.0,275000000.0,,,,152000000.0,834000000.0,,,,,,,-182000000.0,182000000.0,,,834000000.0,,,151000000.0,,,,,,,,,,,,,
MA,2024-12-31,-22575173.477255,0.141095,4466000000.0,3342000000.0,231000000.0,1653000000.0,4306000000.0,4075000000.0,3479424826.522745,3342000000.0,3255000000.0,3938000000.0,919000000.0,917000000.0,3.64,3.64,3342000000.0,3342000000.0,3342000000.0,3342000000.0,3342000000.0,549000000.0,3891000000.0,-159000000.0,1000000.0,4234000000.0,1602000000.0,,1371000000.0,5836000000.0,1653000000.0,7489000000.0,7489000000.0,-160000000.0,-160000000.0,-184000000.0,184000000.0,,,,,-280000000.0,,120000000.0,231000000.0,231000000.0,,,,295000000.0,1076000000.0,,,,,,,-184000000.0,184000000.0,,,1076000000.0,,,280000000.0,,,,,,,,,,,,,
MA,2024-09-30,-27768000.0,0.156,4428000000.0,3263000000.0,225000000.0,1899000000.0,4250000000.0,4025000000.0,3413232000.0,3263000000.0,3173000000.0,4004000000.0,925000000.0,923000000.0,3.53,3.54,3263000000.0,3263000000.0,3263000000.0,3263000000.0,3263000000.0,603000000.0,3866000000.0,-171000000.0,7000000.0,4196000000.0,1274000000.0,,1049000000.0,5470000000.0,1899000000.0,7369000000.0,7369000000.0,-178000000.0,-178000000.0,-159000000.0,159000000.0,,,,,-176000000.0,,-2000000.0,225000000.0,225000000.0,,,,220000000.0,829000000.0,,,,,,,-159000000.0,159000000.0,,,829000000.0,,,176000000.0,,,,,,,,,,,,,
MA,2024-06-30,-9688000.0,0.173,4373000000.0,3258000000.0,225000000.0,1607000000.0,4317000000.0,4092000000.0,3304312000.0,3258000000.0,2822000000.0,4036000000.0,930000000.0,929000000.0,3.5,3.51,3258000000.0,3258000000.0,3258000000.0,3258000000.0,3258000000.0,681000000.0,3939000000.0,-47000000.0,9000000.0,4139000000.0,1215000000.0,,990000000.0,5354000000.0,1607000000.0,6961000000.0,6961000000.0,-56000000.0,-56000000.0,-153000000.0,153000000.0,,,,,-98000000.0,,42000000.0,225000000.0,225000000.0,,,,184000000.0,806000000.0,,,,,,,-153000000.0,153000000.0,,,806000000.0,,,98000000.0,,,,,,,,,,,,,
MA,2024-03-31,-9688000.0,0.173,4373000000.0,3258000000.0,225000000.0,1607000000.0,4317000000.0,4092000000.0,3304312000.0,3258000000.0,2822000000.0,4036000000.0,935000000.0,933000000.0,3.22,3.23,3258000000.0,3258000000.0,3258000000.0,3258000000.0,3258000000.0,681000000.0,3939000000.0,-47000000.0,9000000.0,4139000000.0,1215000000.0,,990000000.0,5354000000.0,1607000000.0,6961000000.0,6961000000.0,-56000000.0,-56000000.0,-153000000.0,153000000.0,,,,,-98000000.0,,42000000.0,225000000.0,225000000.0,,,,184000000.0,806000000.0,,,,,,,-153000000.0,153000000.0,,,806000000.0,,,98000000.0,,,,,,,,,,,,,
MCO,2025-06-30,-6000000.0,0.25,990000000.0,578000000.0,120000000.0,489000000.0,966000000.0,846000000.0,596000000.0,578000000.0,1052000000.0,818000000.0,180200000.0,179700000.0,3.21,3.22,578000000.0,578000000.0,578000000.0,579000000.0,579000000.0,193000000.0,772000000.0,-13000000.0,8000000.0,846000000.0,563000000.0,,443000000.0,1409000000.0,489000000.0,1898000000.0,1898000000.0,-24000000.0,-24000000.0,-61000000.0,74000000.0,13000000.0,,,,-28000000.0,,4000000.0,120000000.0,120000000.0,,,,,,,,,,,,-61000000.0,74000000.0,13000000.0,,,-1000000.0,,,28000000.0,3000000.0,,,,,,,,,,,
MCO,2025-03-31,-8251000.0,0.223,1039000000.0,625000000.0,113000000.0,491000000.0,1002000000.0,889000000.0,653749000.0,625000000.0,1043000000.0,846000000.0,180700000.0,180000000.0,3.46,3.47,625000000.0,625000000.0,625000000.0,625000000.0,625000000.0,179000000.0,804000000.0,-16000000.0,10000000.0,881000000.0,552000000.0,,439000000.0,1433000000.0,491000000.0,1924000000.0,1924000000.0,-37000000.0,-37000000.0,-61000000.0,85000000.0,24000000.0,,,,-35000000.0,,-2000000.0,113000000.0,113000000.0,,,,,,,,,,,,-61000000.0,85000000.0,24000000.0,491000000.0,,-1000000.0,,,35000000.0,11000000.0,,,,,,,,,,,
MCO,2024-12-31,-12628571.428571,0.247619,770000000.0,395000000.0,113000000.0,497000000.0,719000000.0,606000000.0,433371428.571429,395000000.0,1052000000.0,561000000.0,181700000.0,180800000.0,2.17,2.18,395000000.0,395000000.0,395000000.0,395000000.0,395000000.0,130000000.0,525000000.0,-43000000.0,3000000.0,620000000.0,555000000.0,,442000000.0,1175000000.0,497000000.0,1672000000.0,1672000000.0,-51000000.0,-51000000.0,-52000000.0,81000000.0,29000000.0,,,,-59000000.0,,8000000.0,113000000.0,113000000.0,,,,,,,,,,,,-52000000.0,81000000.0,29000000.0,491000000.0,,0.0,,,59000000.0,5000000.0,,,,,,,,,,,
