ticker,date,ROE,ROA,Profit Margin,Operating Margin,Gross Margin,Revenue Growth,Earnings Growth,Debt Ratio,Debt to Equity Ratio,Current Ratio,Free Cash Flow,trailingPE,priceToBook,enterpriseToEbitda,marketCap,dividendYield
AON,2024-09-30,0.05493273542600897,0.006875814373058033,0.09217952163396936,0.1822090835796829,0.4221983337812416,-0.01037234042553192,-0.3454198473282443,0.3608499548962614,2.882927610506086,1.070368359127523,951000000.0,30.971308,10.093507,18.135,79137267712.0,0.81
AON,2024-12-31,0.1169743505963078,0.0146226896762994,0.1726549312756209,0.2765854834820352,0.4887870749939716,0.1144853533996237,1.087463556851312,0.3654038598999285,2.923051788923379,1.019004131332898,1145000000.0,30.971308,10.093507,18.135,79137267712.0,0.81
AON,2025-03-31,0.1377784123358081,0.01918336513994911,0.2040600549799112,0.3273419327553394,0.5244237682385282,0.1403424162044851,0.3477653631284916,0.367962786259542,2.642775556824672,1.046329233274761,84000000.0,30.971308,10.093507,18.135,79137267712.0,0.81
AON,2025-06-30,0.07382379191635853,0.01072023699314942,0.1393501805054152,0.2243080625752106,0.4320096269554753,-0.1213787270035949,-0.4,0.3365673023514164,2.317735560372307,1.027626962142198,732000000.0,30.971308,10.093507,18.135,79137267712.0,0.81
AXP,2023-12-31,0.1020649966147597,0.01107564130350931,0.1845956039919182,,,,,0.1952839441772984,1.799593771157752,,3967000000.0,21.466621,6.580002,,212571078656.0,1.07
AXP,2024-03-31,,,,,,,,0.1952839441772984,1.799593771157752,,3967000000.0,21.466621,6.580002,,212571078656.0,1.07
AXP,2024-06-30,0.1020649966147597,0.01107564130350931,0.1845956039919182,,,0.0,0.0,0.1952839441772984,1.799593771157752,,3967000000.0,21.466621,6.580002,,212571078656.0,1.07
AXP,2024-09-30,0.08439088430336285,0.009251639425933374,0.1506972830007213,,,0.01855139900814295,-0.1684908789386401,0.2029788286177158,1.851516477597873,,-2267000000.0,21.466621,6.580002,,212571078656.0,1.07
AXP,2024-12-31,0.07170235263018768,0.007993781795543374,0.1263170149601257,,,0.03264005770617939,-0.1344236138811328,0.1882001466140624,1.688111287338091,,5283000000.0,21.466621,6.580002,,212571078656.0,1.07
AXP,2025-03-31,0.0828152041535799,0.009155199047632545,0.1522956326987682,,,-0.01234064846615057,0.1907834101382488,0.1870544635138391,1.692038971860778,,4334000000.0,21.466621,6.580002,,212571078656.0,1.07
AXP,2025-06-30,0.08928847760824488,0.009761263516896967,0.1615703405017921,,,0.05239582719396485,0.116486068111455,0.2019752601875787,1.847513230788276,,3745000000.0,21.466621,6.580002,,212571078656.0,1.07
BAC,2023-12-31,,,,,,,,0.1015664230404212,1.125934016577518,,18096000000.0,13.765395,1.264309,,347682209792.0,2.39
BAC,2024-03-31,0.02579822251481238,0.002116945508834265,0.2717815344603381,,,,,0.1015664230404212,1.125934016577518,,,13.765395,1.264309,,347682209792.0,2.39
BAC,2024-06-30,0.02579822251481238,0.002116945508834265,0.2717815344603381,,,0.0,0.0,0.1015664230404212,1.125934016577518,,18096000000.0,13.765395,1.264309,,347682209792.0,2.39
BAC,2024-09-30,0.02535685657344149,0.002074426050892626,0.2720852239100414,,,-0.00126098435591282,-0.0001449905756125691,0.1008837067009436,1.131040227714224,,-37276000000.0,13.765395,1.264309,,347682209792.0,2.39
BAC,2024-12-31,0.02446769456681351,0.002043526344626537,0.2629502505227443,,,7.89110278160976e-05,-0.03349767981438512,0.1001588523629634,1.105261555222477,,25914000000.0,13.765395,1.264309,,347682209792.0,2.39
BAC,2025-03-31,0.02688652838062832,0.002208140862428883,0.2702623693634437,,,0.07965439697005561,0.1096774193548387,0.1031866971753949,1.169276780307259,,-2184000000.0,13.765395,1.264309,,347682209792.0,2.39
BAC,2025-06-30,0.02577289716918263,0.002067918150427968,0.2689037524090239,,,-0.03299714974786228,-0.03785830178474847,0.1049968295408908,1.205975320344861,,-9132000000.0,13.765395,1.264309,,347682209792.0,2.39
BATRK,2023-12-31,0.05677888244553546,0.01849579716066099,0.1029037458108853,0.08815169897764391,0.2665337462350995,,,0.4463581216875914,1.370241850068172,0.6396578818558879,-64102000.0,,5.273076,73.542,2795924992.0,
BATRK,2024-03-31,,,,,,,,0.4463581216875914,1.370241850068172,0.6396578818558879,,,5.273076,73.542,2795924992.0,
BATRK,2024-06-30,0.05677888244553546,0.01849579716066099,0.1029037458108853,0.08815169897764391,0.2665337462350995,0.0,0.0,0.4463581216875914,1.370241850068172,0.6396578818558879,-64102000.0,,5.273076,73.542,2795924992.0,
BATRK,2024-09-30,0.01889061916737993,0.00643443204578336,0.03447160736770403,0.02202467368942527,0.2139923075335255,0.02756684907874818,-0.6557765639492941,0.4775215492468439,1.401938456549691,0.6968208469865509,-85514000.0,,5.273076,73.542,2795924992.0,
BATRK,2024-12-31,-0.03648562800112175,-0.0125504808228653,-0.3669557542499712,-0.3578034460263249,0.4148662650140067,-0.8206994777654693,-2.908682634730539,0.4731219558931808,1.375417557742679,0.6249424405218726,16812000.0,,5.273076,73.542,2795924992.0,
BATRK,2025-03-31,-0.0851454678979102,-0.02461641486845494,-0.8767236449132617,-0.9415602296075067,-0.08387875706932707,-0.0941517326067769,1.164235294117647,0.4777735023393653,1.652565924944613,0.7764899182100443,76254000.0,,5.273076,73.542,2795924992.0,
BATRK,2025-06-30,0.05641243391708171,0.01751569755460813,0.09439892459352196,0.1337440788631417,0.3136538215337345,5.617949206752663,-1.712570365538402,0.4774384584000698,1.537675870458354,0.6372769841740265,-25014000.0,,5.273076,73.542,2795924992.0,
C,2023-12-31,,,,,,,,0.1326087444496081,1.531443521674428,,-18604000000.0,13.838996,0.8760742,,172473925632.0,2.56
C,2024-03-31,0.01691288575784659,0.001337248502090464,0.1605529769925638,,,,,0.1326087444496081,1.531443521674428,,-18604000000.0,13.838996,0.8760742,,172473925632.0,2.56
C,2024-06-30,0.01691288575784659,0.001337248502090464,0.1605529769925638,,,0.0,0.0,0.1326087444496081,1.531443521674428,,-18604000000.0,13.838996,0.8760742,,172473925632.0,2.56
C,2024-09-30,0.01680044413774496,0.001332146825783747,0.1597828768813225,,,0.01137894894445268,0.00652782095119675,0.1400527345831158,1.628162021780824,,-18235000000.0,13.838996,0.8760742,,172473925632.0,2.56
C,2024-12-31,0.01497263405120892,0.001213798027578205,0.1458184417441029,,,-0.03350604490500864,-0.1179740580605312,0.1427168930850487,1.609818886087115,,23108000000.0,13.838996,0.8760742,,172473925632.0,2.56
C,2025-03-31,0.02094219254037453,0.001580391940312205,0.188139437988982,,,0.102879607883182,0.4229691876750701,0.1340933784533158,1.623399306994087,,-60225000000.0,13.838996,0.8760742,,172473925632.0,2.56
C,2025-06-30,0.02041427932870088,0.001532348217839751,0.1855408337565209,,,0.002777649182908126,-0.01107283464566933,0.1423383351659999,1.750855915430865,,-38334000000.0,13.838996,0.8760742,,172473925632.0,2.56
CB,2023-12-31,0.03653461777908844,0.009348105855770884,0.1600631639391329,,,,,0.06175199433244883,0.2413414594187228,,,12.106401,1.5752857,11.318,109324779520.0,1.41
CB,2024-03-31,0.03653461777908844,0.009348105855770884,0.1600631639391329,,,0.0,0.0,0.06175199433244883,0.2413414594187228,,4079000000.0,12.106401,1.5752857,11.318,109324779520.0,1.41
CB,2024-06-30,0.03653461777908844,0.009348105855770884,0.1600631639391329,,,0.0,0.0,0.06175199433244883,0.2413414594187228,,4079000000.0,12.106401,1.5752857,11.318,109324779520.0,1.41
CB,2024-09-30,0.03534224493209848,0.009275334554612324,0.1538869023970335,,,0.08397932816537468,0.04215246636771308,0.0643805601120703,0.2453122861444409,,4318000000.0,12.106401,1.5752857,11.318,109324779520.0,1.41
CB,2024-12-31,0.04022117742615704,0.01044421370280838,0.1815937940761636,,,-0.06105151635544959,0.1080034423407918,0.06156610477472946,0.2370940785054904,,4565000000.0,12.106401,1.5752857,11.318,109324779520.0,1.41
CB,2025-03-31,0.02025073791193744,0.005286949060980648,0.09873887240356083,,,-0.04936530324400568,-0.4831067961165049,0.05762814198099717,0.2207345647080303,,1566000000.0,12.106401,1.5752857,11.318,109324779520.0,1.41
CB,2025-06-30,0.04276965199221846,0.01134717066251725,0.1992213719962411,,,0.105192878338279,1.229902329075883,0.05725580452892802,0.2158080553353988,,3551000000.0,12.106401,1.5752857,11.318,109324779520.0,1.41
CHTR,2023-12-31,0.09558195512073919,0.008283370679155648,0.08995250274022652,0.2442089879430033,0.4957983193277311,,,0.6565126403832825,7.575510521003183,0.3853253775871713,1063000000.0,7.3309608,2.256716,6.152,36579069952.0,
CHTR,2024-03-31,0.09558195512073919,0.008283370679155648,0.08995250274022652,0.2442089879430033,0.4957983193277311,0.0,0.0,0.6565126403832825,7.575510521003183,0.3853253775871713,1063000000.0,7.3309608,2.256716,6.152,36579069952.0,
CHTR,2024-06-30,0.09558195512073919,0.008283370679155648,0.08995250274022652,0.2442089879430033,0.4957983193277311,0.0,0.0,0.6565126403832825,7.575510521003183,0.3853253775871713,1063000000.0,7.3309608,2.256716,6.152,36579069952.0,
CHTR,2024-09-30,0.0907865806085538,0.008569267126818459,0.09278724175425879,0.2432765494744473,0.3987676694454512,0.008037997807818886,0.03980503655564571,0.6447904881134893,6.83119370168097,0.3413373860182371,1342000000.0,7.3309608,2.256716,6.152,36579069952.0,
CHTR,2024-12-31,0.09405273625457111,0.009772030395947207,0.1052707166451242,0.2480252764612954,1.039853511417492,0.009496194273287406,0.1453125,0.6383348886815091,6.143773657535125,0.3138810618419101,398000000.0,7.3309608,2.256716,6.152,36579069952.0,
CHTR,2025-03-31,0.07490613651751092,0.008062058640380513,0.08860575172915908,0.2446305060065526,0.4886785584273753,-0.01371535257791179,-0.169849931787176,0.6330206552989652,5.881516587677726,0.3633703920421299,1564000000.0,7.3309608,2.256716,6.152,36579069952.0,
CHTR,2025-06-30,0.08026405083595534,0.008582416929988323,0.09450820862995787,0.244079616446317,0.4953508644486416,0.002257007644703268,0.06902218570254726,0.6351582238816801,5.940095008945647,0.3305853256389118,999000000.0,7.3309608,2.256716,6.152,36579069952.0,
COF,2023-12-31,,,,,,,,0.09841505943527118,0.8147669064003725,,5954000000.0,582.2432,1.3052803,,137771139072.0,1.11
COF,2024-03-31,,,0.06280244056385441,,,,,,,,5954000000.0,582.2432,1.3052803,,137771139072.0,1.11
